ID_Tempo,ano,mes,dia
2024-07-21T00:00:00Z,2024,7,21
2024-09-11T22:30:00Z,2024,9,11
2024-10-03T22:00:00Z,2024,10,3
2024-04-14T00:00:00Z,2024,4,14
2024-11-08T22:00:00Z,2024,11,8
2024-06-20T00:30:00Z,2024,6,20
2024-09-01T21:30:00Z,2024,9,1
2024-07-28T19:00:00Z,2024,7,28
2024-10-04T00:30:00Z,2024,10,4
2024-04-21T19:00:00Z,2024,4,21
2024-06-27T23:00:00Z,2024,6,27
2024-05-11T19:00:00Z,2024,5,11
2024-06-01T21:30:00Z,2024,6,1
2024-06-01T19:00:00Z,2024,6,1
2024-07-17T22:00:00Z,2024,7,17
2024-09-21T21:30:00Z,2024,9,21
2024-10-22T22:30:00Z,2024,10,22
2024-06-20T21:30:00Z,2024,6,20
2024-10-20T23:00:00Z,2024,10,20
2024-07-07T19:00:00Z,2024,7,7
2024-08-11T19:00:00Z,2024,8,11
2024-04-28T19:00:00Z,2024,4,28
2024-07-28T14:00:00Z,2024,7,28
2024-06-16T19:00:00Z,2024,6,16
2024-07-04T00:30:00Z,2024,7,4
2024-11-20T19:30:00Z,2024,11,20
2024-05-04T21:30:00Z,2024,5,4
2024-07-20T21:30:00Z,2024,7,20
2024-11-30T22:30:00Z,2024,11,30
2024-05-12T19:00:00Z,2024,5,12
2024-07-17T00:00:00Z,2024,7,17
2024-09-01T19:00:00Z,2024,9,1
2024-09-29T00:00:00Z,2024,9,29
2024-08-24T21:30:00Z,2024,8,24
2024-08-17T21:30:00Z,2024,8,17
2024-09-25T22:00:00Z,2024,9,25
2024-08-18T19:00:00Z,2024,8,18
2024-04-20T21:30:00Z,2024,4,20
2024-04-14T19:00:00Z,2024,4,14
2024-05-05T19:00:00Z,2024,5,5
2024-06-13T23:00:00Z,2024,6,13
2024-09-01T14:00:00Z,2024,9,1
2024-10-28T22:00:00Z,2024,10,28
2024-08-03T22:00:00Z,2024,8,3
2024-08-11T00:30:00Z,2024,8,11
2024-11-02T00:00:00Z,2024,11,2
2024-06-21T00:30:00Z,2024,6,21
2024-12-05T00:30:00Z,2024,12,5
2024-08-03T23:00:00Z,2024,8,3
2024-08-18T00:00:00Z,2024,8,18
2024-06-30T21:30:00Z,2024,6,30
2024-04-21T00:00:00Z,2024,4,21
2024-10-26T22:00:00Z,2024,10,26
2024-06-14T00:30:00Z,2024,6,14
2024-07-07T21:00:00Z,2024,7,7
2024-05-05T21:30:00Z,2024,5,5
2024-06-02T19:00:00Z,2024,6,2
2024-09-22T19:00:00Z,2024,9,22
2024-10-06T00:00:00Z,2024,10,6
2024-04-27T21:30:00Z,2024,4,27
2024-07-27T23:00:00Z,2024,7,27
2024-04-21T21:30:00Z,2024,4,21
2024-04-28T00:00:00Z,2024,4,28
2024-10-05T19:30:00Z,2024,10,5
2024-12-08T19:00:00Z,2024,12,8
2024-08-17T19:00:00Z,2024,8,17
2024-09-15T19:00:00Z,2024,9,15
2024-11-24T00:30:00Z,2024,11,24
2024-09-05T23:00:00Z,2024,9,5
2024-06-16T21:30:00Z,2024,6,16
2024-11-28T00:00:00Z,2024,11,28
2024-07-21T21:30:00Z,2024,7,21
2024-10-19T00:30:00Z,2024,10,19
2024-08-31T21:30:00Z,2024,8,31
2024-10-17T23:00:00Z,2024,10,17
2024-06-20T23:00:00Z,2024,6,20
2024-11-10T00:00:00Z,2024,11,10
2024-09-14T21:30:00Z,2024,9,14
2024-09-22T23:00:00Z,2024,9,22
2024-09-22T21:30:00Z,2024,9,22
2024-10-30T22:00:00Z,2024,10,30
2024-12-01T21:30:00Z,2024,12,1
2024-12-04T23:00:00Z,2024,12,4
2024-04-28T21:30:00Z,2024,4,28
2024-07-16T22:00:00Z,2024,7,16
2024-08-04T20:00:00Z,2024,8,4
2024-10-17T00:45:00Z,2024,10,17
2024-07-03T23:00:00Z,2024,7,3
2024-11-02T21:30:00Z,2024,11,2
2024-06-02T21:30:00Z,2024,6,2
2024-10-26T19:30:00Z,2024,10,26
2024-11-07T00:00:00Z,2024,11,7
2024-07-24T22:00:00Z,2024,7,24
2024-10-09T22:30:00Z,2024,10,9
2024-11-23T22:30:00Z,2024,11,23
2024-08-18T21:30:00Z,2024,8,18
2024-10-26T21:30:00Z,2024,10,26
2024-06-22T19:00:00Z,2024,6,22
2024-07-13T19:00:00Z,2024,7,13
2024-09-14T19:00:00Z,2024,9,14
2024-08-10T19:00:00Z,2024,8,10
2024-09-28T21:30:00Z,2024,9,28
2024-07-10T21:30:00Z,2024,7,10
2024-07-04T23:00:00Z,2024,7,4
2024-07-21T23:00:00Z,2024,7,21
2024-08-25T22:00:00Z,2024,8,25
2024-11-23T00:30:00Z,2024,11,23
2024-11-06T00:30:00Z,2024,11,6
2024-04-28T14:00:00Z,2024,4,28
2024-09-22T00:00:00Z,2024,9,22
2024-11-09T00:30:00Z,2024,11,9
2024-09-01T00:00:00Z,2024,9,1
2024-06-13T22:00:00Z,2024,6,13
2024-11-04T23:00:00Z,2024,11,4
2024-06-27T00:30:00Z,2024,6,27
2024-06-26T23:00:00Z,2024,6,26
2024-11-09T19:30:00Z,2024,11,9
2024-10-27T01:00:00Z,2024,10,27
2024-08-25T23:00:00Z,2024,8,25
2024-05-12T21:30:00Z,2024,5,12
2024-06-22T20:30:00Z,2024,6,22
2024-11-09T22:00:00Z,2024,11,9
2024-04-19T00:30:00Z,2024,4,19
2024-12-01T00:30:00Z,2024,12,1
2024-06-02T00:00:00Z,2024,6,2
2024-06-16T00:00:00Z,2024,6,16
2024-09-15T00:00:00Z,2024,9,15
2024-11-27T00:30:00Z,2024,11,27
2024-06-05T22:00:00Z,2024,6,5
2024-08-06T00:00:00Z,2024,8,6
2024-04-17T23:00:00Z,2024,4,17
2024-04-29T23:00:00Z,2024,4,29
2024-11-13T23:00:00Z,2024,11,13
2024-06-05T23:00:00Z,2024,6,5
2024-07-21T19:00:00Z,2024,7,21
2024-07-10T22:00:00Z,2024,7,10
2024-04-17T00:30:00Z,2024,4,17
2024-08-10T22:00:00Z,2024,8,10
2024-06-19T23:00:00Z,2024,6,19
2024-07-21T14:00:00Z,2024,7,21
2024-09-29T14:00:00Z,2024,9,29
2024-10-19T19:00:00Z,2024,10,19
2024-10-24T22:00:00Z,2024,10,24
2024-11-26T22:00:00Z,2024,11,26
2024-09-29T19:00:00Z,2024,9,29
2024-09-29T21:30:00Z,2024,9,29
2024-07-07T23:30:00Z,2024,7,7
2024-11-20T22:00:00Z,2024,11,20
2024-11-26T23:00:00Z,2024,11,26
2024-07-24T22:30:00Z,2024,7,24
2024-06-29T21:30:00Z,2024,6,29
2024-08-24T19:00:00Z,2024,8,24
2024-11-16T21:30:00Z,2024,11,16
2024-12-03T23:00:00Z,2024,12,3
2024-06-30T19:00:00Z,2024,6,30
2024-04-14T21:30:00Z,2024,4,14
2024-09-21T19:00:00Z,2024,9,21
2024-05-04T19:00:00Z,2024,5,4
2024-06-22T21:30:00Z,2024,6,22
2024-10-29T00:00:00Z,2024,10,29
2024-08-25T21:30:00Z,2024,8,25
2024-07-28T22:00:00Z,2024,7,28
2024-08-25T19:00:00Z,2024,8,25
2024-12-01T19:00:00Z,2024,12,1
2024-06-09T19:00:00Z,2024,6,9
2024-08-11T14:00:00Z,2024,8,11
2024-10-18T23:00:00Z,2024,10,18
2024-06-12T00:30:00Z,2024,6,12
2024-06-17T23:30:00Z,2024,6,17
2024-08-03T19:00:00Z,2024,8,3
2024-11-20T14:00:00Z,2024,11,20
2024-09-15T21:30:00Z,2024,9,15
2024-08-19T23:00:00Z,2024,8,19
2024-07-03T22:00:00Z,2024,7,3
2024-07-20T19:00:00Z,2024,7,20
2024-07-27T22:00:00Z,2024,7,27
2024-09-16T23:00:00Z,2024,9,16
2024-06-27T22:00:00Z,2024,6,27
2024-07-11T22:30:00Z,2024,7,11
2024-08-27T00:00:00Z,2024,8,27
2024-09-29T23:00:00Z,2024,9,29
2024-10-18T22:00:00Z,2024,10,18
2024-11-21T23:00:00Z,2024,11,21
2024-07-12T00:30:00Z,2024,7,12
2024-04-18T00:30:00Z,2024,4,18
2024-06-30T14:00:00Z,2024,6,30
2024-08-04T00:30:00Z,2024,8,4
2024-10-05T22:00:00Z,2024,10,5
2024-06-15T21:30:00Z,2024,6,15
2024-07-17T23:00:00Z,2024,7,17
2024-08-14T22:30:00Z,2024,8,14
2024-11-02T19:00:00Z,2024,11,2
2024-05-13T23:00:00Z,2024,5,13
2024-06-11T23:00:00Z,2024,6,11
2024-07-11T23:00:00Z,2024,7,11
2024-07-18T00:30:00Z,2024,7,18
2024-04-20T19:00:00Z,2024,4,20
2024-11-24T19:00:00Z,2024,11,24
2024-04-14T20:00:00Z,2024,4,14
2024-08-04T19:00:00Z,2024,8,4
2024-04-27T19:00:00Z,2024,4,27
2024-06-23T19:00:00Z,2024,6,23
2024-10-05T00:30:00Z,2024,10,5
2024-11-21T00:30:00Z,2024,11,21
2024-08-11T22:00:00Z,2024,8,11
2024-07-25T23:00:00Z,2024,7,25
2024-07-28T00:30:00Z,2024,7,28
2024-06-19T22:00:00Z,2024,6,19
2024-06-26T22:00:00Z,2024,6,26
2024-05-05T00:00:00Z,2024,5,5
2024-08-25T00:00:00Z,2024,8,25
2024-08-28T22:30:00Z,2024,8,28
2024-04-28T23:00:00Z,2024,4,28
2024-07-24T23:00:00Z,2024,7,24
2024-04-13T21:30:00Z,2024,4,13
2024-06-23T21:30:00Z,2024,6,23
2024-12-04T22:00:00Z,2024,12,4
2024-06-23T00:30:00Z,2024,6,23
2024-07-07T21:30:00Z,2024,7,7
2024-11-20T21:00:00Z,2024,11,20
2024-04-17T22:00:00Z,2024,4,17
2024-06-11T22:00:00Z,2024,6,11
2024-07-01T23:00:00Z,2024,7,1
2024-07-04T22:00:00Z,2024,7,4
2024-07-06T23:00:00Z,2024,7,6
2024-07-25T00:30:00Z,2024,7,25
2024-12-05T23:00:00Z,2024,12,5
2025-04-26T21:30:00Z,2025,4,26
2025-07-23T00:00:00Z,2025,7,23
2025-08-10T21:30:00Z,2025,8,10
2025-08-25T22:00:00Z,2025,8,25
2025-04-16T22:00:00Z,2025,4,16
2025-08-04T23:00:00Z,2025,8,4
2025-04-19T19:00:00Z,2025,4,19
2025-07-20T14:00:00Z,2025,7,20
2025-04-06T00:00:00Z,2025,4,6
2025-06-04T23:00:00Z,2025,6,4
2025-03-30T19:00:00Z,2025,3,30
2025-10-26T19:00:00Z,2025,10,26
2025-11-09T00:00:00Z,2025,11,9
2025-10-02T22:30:00Z,2025,10,2
2025-08-24T19:00:00Z,2025,8,24
2025-07-12T19:30:00Z,2025,7,12
2025-09-14T00:00:00Z,2025,9,14
2025-11-01T19:00:00Z,2025,11,1
2025-07-16T22:00:00Z,2025,7,16
2025-04-13T22:30:00Z,2025,4,13
2025-10-11T22:00:00Z,2025,10,11
2025-08-16T21:30:00Z,2025,8,16
2025-07-20T22:30:00Z,2025,7,20
2025-10-01T22:30:00Z,2025,10,1
2025-08-24T21:30:00Z,2025,8,24
2025-09-20T21:30:00Z,2025,9,20
2025-09-21T23:30:00Z,2025,9,21
2025-11-02T00:00:00Z,2025,11,2
2025-07-26T21:30:00Z,2025,7,26
2025-10-25T19:00:00Z,2025,10,25
2025-04-06T21:30:00Z,2025,4,6
2025-09-13T21:30:00Z,2025,9,13
2025-10-05T19:00:00Z,2025,10,5
2025-10-16T00:30:00Z,2025,10,16
2025-04-13T23:00:00Z,2025,4,13
2025-07-24T22:00:00Z,2025,7,24
2025-05-18T19:00:00Z,2025,5,18
2025-05-25T21:30:00Z,2025,5,25
2025-08-09T23:30:00Z,2025,8,9
2025-12-21T00:00:00Z,2025,12,21
2025-08-03T00:00:00Z,2025,8,3
2025-06-01T00:00:00Z,2025,6,1
2025-10-29T22:00:00Z,2025,10,29
2025-10-25T21:30:00Z,2025,10,25
2025-05-11T00:00:00Z,2025,5,11
2025-08-16T19:00:00Z,2025,8,16
2025-10-19T19:00:00Z,2025,10,19
2025-08-24T23:30:00Z,2025,8,24
2025-09-28T21:30:00Z,2025,9,28
2025-04-20T21:30:00Z,2025,4,20
2025-11-03T23:00:00Z,2025,11,3
2025-07-14T23:00:00Z,2025,7,14
2025-05-04T21:30:00Z,2025,5,4
2025-10-21T00:30:00Z,2025,10,21
2025-10-05T21:30:00Z,2025,10,5
2025-11-08T19:00:00Z,2025,11,8
2025-05-03T21:30:00Z,2025,5,3
2025-09-27T21:30:00Z,2025,9,27
2025-10-01T22:00:00Z,2025,10,1
2025-04-19T21:30:00Z,2025,4,19
2025-07-27T00:00:00Z,2025,7,27
2025-09-24T22:30:00Z,2025,9,24
2025-05-25T23:30:00Z,2025,5,25
2025-10-26T23:30:00Z,2025,10,26
2025-08-09T21:30:00Z,2025,8,9
2025-08-23T21:30:00Z,2025,8,23
2025-11-06T23:00:00Z,2025,11,6
2025-05-11T19:00:00Z,2025,5,11
2025-09-15T23:00:00Z,2025,9,15
2025-11-05T23:00:00Z,2025,11,5
2025-03-30T21:30:00Z,2025,3,30
2025-05-18T00:00:00Z,2025,5,18
2025-07-16T23:00:00Z,2025,7,16
2025-05-10T19:00:00Z,2025,5,10
2025-07-23T22:30:00Z,2025,7,23
2025-11-05T22:00:00Z,2025,11,5
2025-05-10T21:30:00Z,2025,5,10
2025-04-12T19:00:00Z,2025,4,12
2025-10-05T23:30:00Z,2025,10,5
2025-10-15T23:00:00Z,2025,10,15
2025-10-19T23:30:00Z,2025,10,19
2025-04-13T19:00:00Z,2025,4,13
2025-10-02T22:00:00Z,2025,10,2
2025-10-25T22:30:00Z,2025,10,25
2025-05-11T20:30:00Z,2025,5,11
2025-07-13T22:00:00Z,2025,7,13
2025-04-17T00:30:00Z,2025,4,17
2025-05-17T21:30:00Z,2025,5,17
2025-06-12T23:00:00Z,2025,6,12
2025-09-28T23:30:00Z,2025,9,28
2025-04-16T21:30:00Z,2025,4,16
2025-07-13T00:00:00Z,2025,7,13
2025-07-27T21:30:00Z,2025,7,27
2025-04-21T23:00:00Z,2025,4,21
2025-05-12T23:00:00Z,2025,5,12
2025-06-12T22:00:00Z,2025,6,12
2025-05-05T22:00:00Z,2025,5,5
2025-04-12T21:30:00Z,2025,4,12
2025-09-28T14:00:00Z,2025,9,28
2025-04-06T19:00:00Z,2025,4,6
2025-08-30T19:00:00Z,2025,8,30
2025-10-15T22:00:00Z,2025,10,15
2025-07-27T23:30:00Z,2025,7,27
2025-08-23T19:00:00Z,2025,8,23
2025-09-13T19:00:00Z,2025,9,13
2025-09-14T23:30:00Z,2025,9,14
2025-11-16T00:00:00Z,2025,11,16
2025-05-17T19:00:00Z,2025,5,17
2025-08-03T21:30:00Z,2025,8,3
2025-11-06T22:30:00Z,2025,11,6
2025-08-02T19:00:00Z,2025,8,2
2025-10-05T00:00:00Z,2025,10,5
2025-10-22T22:00:00Z,2025,10,22
2025-04-20T23:30:00Z,2025,4,20
2025-05-24T21:30:00Z,2025,5,24
2025-08-03T19:00:00Z,2025,8,3
2025-08-24T00:00:00Z,2025,8,24
2025-09-14T19:00:00Z,2025,9,14
2025-09-14T20:30:00Z,2025,9,14
2025-10-08T22:00:00Z,2025,10,8
2025-08-26T00:00:00Z,2025,8,26
2025-10-25T20:30:00Z,2025,10,25
2025-04-18T00:30:00Z,2025,4,18
2025-08-18T23:00:00Z,2025,8,18
2025-10-20T22:00:00Z,2025,10,20
2025-04-06T23:30:00Z,2025,4,6
2025-07-19T20:30:00Z,2025,7,19
2025-06-01T21:30:00Z,2025,6,1
2025-10-18T21:30:00Z,2025,10,18
2025-08-03T22:30:00Z,2025,8,3
2025-10-19T00:00:00Z,2025,10,19
2025-11-05T22:30:00Z,2025,11,5
2025-05-31T21:30:00Z,2025,5,31
2025-04-16T00:30:00Z,2025,4,16
2025-09-21T19:00:00Z,2025,9,21
2025-09-20T19:00:00Z,2025,9,20
2025-06-13T00:30:00Z,2025,6,13
2025-07-29T23:30:00Z,2025,7,29
2025-08-10T00:00:00Z,2025,8,10
2025-07-23T22:00:00Z,2025,7,23
2025-08-02T21:30:00Z,2025,8,2
2025-11-06T00:30:00Z,2025,11,6
2025-11-15T21:30:00Z,2025,11,15
2025-06-01T22:30:00Z,2025,6,1
2025-05-25T19:00:00Z,2025,5,25
2025-07-19T21:30:00Z,2025,7,19
2025-10-15T22:30:00Z,2025,10,15
2025-09-21T20:30:00Z,2025,9,21
2025-09-17T22:30:00Z,2025,9,17
2025-06-01T14:00:00Z,2025,6,1
2025-08-31T00:00:00Z,2025,8,31
2025-07-17T00:30:00Z,2025,7,17
2025-08-17T19:00:00Z,2025,8,17
2025-08-31T21:30:00Z,2025,8,31
2025-04-13T20:30:00Z,2025,4,13
2025-10-09T00:00:00Z,2025,10,9
2025-11-09T21:30:00Z,2025,11,9
2025-04-20T14:00:00Z,2025,4,20
2025-09-28T19:00:00Z,2025,9,28
2025-07-20T20:30:00Z,2025,7,20
2025-10-01T00:30:00Z,2025,10,1
2025-11-01T21:00:00Z,2025,11,1
2025-11-02T21:30:00Z,2025,11,2
2025-05-05T23:00:00Z,2025,5,5
2025-03-31T23:00:00Z,2025,3,31
2025-07-16T22:30:00Z,2025,7,16
2025-08-03T23:30:00Z,2025,8,3
2025-04-13T23:30:00Z,2025,4,13
2025-04-16T22:30:00Z,2025,4,16
2025-03-29T21:30:00Z,2025,3,29
2025-04-27T21:30:00Z,2025,4,27
2025-05-03T00:30:00Z,2025,5,3
2025-06-01T19:00:00Z,2025,6,1
2025-07-20T00:00:00Z,2025,7,20
2025-05-11T23:00:00Z,2025,5,11
2025-08-10T19:00:00Z,2025,8,10
2025-08-30T21:30:00Z,2025,8,30
2025-05-26T23:00:00Z,2025,5,26
2025-09-21T00:00:00Z,2025,9,21
2025-09-29T23:00:00Z,2025,9,29
2025-11-07T00:30:00Z,2025,11,7
2025-11-02T19:00:00Z,2025,11,2
2025-11-08T21:00:00Z,2025,11,8
2025-04-27T19:00:00Z,2025,4,27
2025-10-20T22:30:00Z,2025,10,20
2025-04-26T19:00:00Z,2025,4,26
2025-12-10T00:00:00Z,2025,12,10
2025-11-09T23:30:00Z,2025,11,9
2025-12-17T00:00:00Z,2025,12,17
2025-05-18T23:30:00Z,2025,5,18
2025-08-17T00:00:00Z,2025,8,17
2025-04-27T00:00:00Z,2025,4,27
2025-07-12T21:30:00Z,2025,7,12
2025-11-02T23:30:00Z,2025,11,2
2025-04-20T19:00:00Z,2025,4,20
2025-07-27T19:00:00Z,2025,7,27
2025-09-27T19:00:00Z,2025,9,27
2025-08-10T23:30:00Z,2025,8,10
2025-09-14T14:00:00Z,2025,9,14
2025-06-01T23:30:00Z,2025,6,1
2025-08-11T23:00:00Z,2025,8,11
2025-04-20T00:00:00Z,2025,4,20
2025-12-13T00:00:00Z,2025,12,13
2025-10-02T00:30:00Z,2025,10,2
2025-11-08T21:30:00Z,2025,11,8
2025-07-13T23:30:00Z,2025,7,13
2025-10-16T22:00:00Z,2025,10,16
2025-05-04T19:00:00Z,2025,5,4
2025-08-31T19:00:00Z,2025,8,31
2025-12-06T00:00:00Z,2025,12,6
2025-03-30T00:00:00Z,2025,3,30
2025-07-24T00:30:00Z,2025,7,24
2025-10-26T01:30:00Z,2025,10,26
2025-10-26T21:30:00Z,2025,10,26
2025-04-26T23:00:00Z,2025,4,26
2025-05-25T14:00:00Z,2025,5,25
2025-10-02T23:30:00Z,2025,10,2
2025-08-17T23:30:00Z,2025,8,17
2025-10-04T21:30:00Z,2025,10,4
2025-05-04T00:00:00Z,2025,5,4
2025-06-12T22:30:00Z,2025,6,12
2025-07-19T19:00:00Z,2025,7,19
2025-03-30T23:00:00Z,2025,3,30
2025-08-17T21:30:00Z,2025,8,17
2025-04-13T00:00:00Z,2025,4,13
2025-04-27T23:30:00Z,2025,4,27
2025-08-31T23:30:00Z,2025,8,31
2025-10-17T00:30:00Z,2025,10,17
2025-10-19T21:30:00Z,2025,10,19
2025-07-17T22:30:00Z,2025,7,17
2025-04-05T21:30:00Z,2025,4,5
2025-09-28T00:00:00Z,2025,9,28
2025-05-25T00:00:00Z,2025,5,25
2025-05-18T21:30:00Z,2025,5,18
2025-07-20T19:00:00Z,2025,7,20
2025-08-20T22:00:00Z,2025,8,20
2025-11-09T19:00:00Z,2025,11,9
